,ERR9954784,SRR10754133,SRR2973693,SRR4436359,GSM697598,GSM896836
RTL8A,6.764179968,6.483526397,3.179730131,3.091544704,12.26225931,1.514704594
RTN2,1.412581029,1.644749248,1.6609164,3.065864366,6.817547643,1.530674799
RTN3,4.818949242,6.351775336,4.274093647,4.012176497,10.51507052,-0.075614639
RTN4,5.817129508,6.95296073,6.885600169,6.328344461,11.85171935,0.008118894
RTN4IP1,1.424410583,1.054842412,1.231502508,2.520583864,8.803566005,3.663714071
RTN4R,0,1.125833633,0.080291449,2.369196679,7.950033142,1.440614201
RTN4RL1,0.672341409,0.369807953,0.429241155,1.190403458,2.581649244,0.714486529
RTN4RL2,6.175491057,3.910007718,0.455736218,0,8.086060418,0.15251383
RTP4,0,2.118222441,5.619214618,5.523980441,6.162220916,-0.003960291
RTRAF,4.72092863,4.070411491,3.4757495,3.87322711,14.27958528,5.831557462
RTTN,0.352847671,0.494784737,0.813804743,3.333876506,6.544924064,3.679788592
RUBCN,0.366156315,0.871427265,2.857546357,2.309628865,8.445500157,-0.098180435
RUFY1,4.024169115,2.608778425,3.095782514,3.358000712,9.370580504,0.246567692
RUFY2,2.899156062,3.135242913,2.125640784,2.272726,7.062810408,0.554798961
RUFY3,0.65104236,1.469012276,2.712496776,2.773793487,7.504871803,0.37198369
RUNDC1,2.210452166,3.876795328,2.09922558,2.737212739,6.934920847,3.808879457
RUNX2,0,0.402992525,1.847537524,1.215604855,1.653528482,-0.154591763
RUNX3,1.336645634,1.725196526,1.840251373,0.985210388,5.4698083,-0.050986066
RUSC1,2.901167379,3.393231866,2.967837558,3.775780684,10.39720091,5.318483374
RUSC1-AS1,0,0.808023852,2.123766589,1.277841848,3.240827058,-0.239498915
RUSC2,1.935077797,3.64266811,2.954303609,3.497888905,9.498796301,1.670935848
RUSF1,1.878097647,3.342815594,2.550757736,3.243276539,5.836903363,4.68034405
RUVBL1,2.704544144,3.880799323,2.154231789,4.494279073,6.229879007,-0.074604529
RUVBL2,4.943592266,5.06379623,3.234311157,6.011336537,10.97852242,4.712647611
RWDD1,3.99937857,2.550766333,2.876304687,2.929266193,12.23395351,0.593313273
RWDD2A,0.361343429,0.824118893,2.189059684,1.659842816,5.929777429,-0.0564985
RWDD2B,1.539015628,1.673015289,2.514759232,3.03465763,6.77443594,1.592850473
RWDD3,1.416875107,1.067599741,1.605265612,0.72238157,9.403884991,2.249092619
RWDD4,2.930140056,3.193408471,2.842257123,3.060758031,9.675435225,3.765395032
RXFP3,0,0.143025626,0,0,8.555701718,-0.172002824
RXRA,0.847535484,2.230845528,2.368117687,3.579629242,7.948121895,4.026790323
RXRB,1.071139212,3.032190821,3.145739012,4.208073835,8.253704592,1.682563365
RXYLT1,2.303867423,2.662134612,0.843971019,1.107915168,12.54050301,5.442925155
RYBP,2.969663797,4.470935646,2.447083848,2.476398165,13.17704066,3.564316703
RYK,2.185433137,2.379792439,3.033785312,4.018433108,10.5370671,2.540676959
RYR1,0.610775243,0.663280585,0.150403189,0.321905596,4.82339507,0.879844942
S100A10,11.90224951,9.727470651,7.608139818,10.98005378,15.11295697,7.604097675
S100A11,11.53123973,10.56969522,9.802595354,10.22115232,12.96238694,5.598754503
S100A13,4.599092652,4.143864836,5.974499991,5.502576158,14.36208552,0.253084164
S100A14,0.879741812,2.239097146,1.696696455,10.68903159,8.257235482,-0.0303736
S100A16,7.532553271,6.572933445,6.997046353,9.918962201,13.66203233,4.959773308
S100A2,4.197472565,1.608357674,2.197669548,13.72208651,13.13569683,0.977681734
S100A3,7.359930281,5.045148033,3.402292737,3.73983015,7.435167433,5.115773966
S100A4,10.55738376,9.429837692,9.580813812,3.331760437,11.98603603,7.78622314
S100A5,1.033931371,4.10779555,1.924254162,1.266914445,6.140648237,0.233871989
S100A6,12.7880411,11.51352922,11.3722513,12.43992162,16.41640606,6.997749106
S100A7,0,2.418308174,1.30595719,3.768365801,6.537568317,-0.38167892
S100P,7.031460062,9.048571878,0.46450395,6.509985425,12.89040059,4.705874919
S100PBP,0.159279012,2.344541728,2.453521851,3.231819051,9.836277037,1.649943644
S100Z,0,0.345055629,0,0.045507497,7.840405493,-0.081467181
S1PR2,0.372356788,0.845671498,4.253407128,2.303400031,6.735151381,-0.392020853
S1PR3,0.630437776,2.544933939,2.376088258,1.782568804,6.091622563,3.67843028
S1PR4,0.718142275,0,0,0.37987603,4.276790853,0.077752707
SAA1,1.007275728,0.582216432,0.590131646,7.54071909,10.14306895,-0.064505068
SAA2,0,0.160591708,0.213620995,2.501883792,9.808969574,-0.31916245
SAA4,0,0,0,0,5.596575137,-0.512089445
SAAL1,2.935037452,2.383757954,1.904011845,2.878074446,9.305928096,5.305721784
SAC3D1,2.688951789,2.490121862,1.77530586,3.150605265,8.994146262,4.994353437
SACM1L,0.619499909,1.685880134,1.852756603,1.641324006,7.689916914,3.339537492
SACS,0.213433044,1.366969637,2.633486655,2.285130501,3.149022389,1.096045915
SAE1,5.677174594,5.434875406,4.42697582,5.726796069,11.54763285,7.354824317
SAFB,2.397529172,3.204252355,2.537481465,3.194104832,8.037086077,3.88071148
SAFB2,1.805527839,2.464196205,2.49509197,2.413740966,9.197709618,4.038580031
SAG,0.345713891,0.755794204,0.021555186,0.102673502,10.64880253,-0.569620834
SALL2,0,0.425764305,0.898494356,0.492766286,7.718316158,0.975672076
SALL4,0.245885002,0.543274014,0.086756928,0.076194673,6.319673697,0.519705236
SAMD10,0,0,0.524201196,0.643658421,8.129950447,-0.088056136
SAMD11,2.118581049,3.037980667,0.118712001,0.124400836,2.847450083,0.796692599
SAMD12,0,0,0.528044043,0.338688942,2.250157368,-0.356988145
SAMD13,0,0.625458641,0.558639137,0.19801704,6.030856082,0.067222092
SAMD4A,0,1.108262847,4.269962324,3.566216931,7.666895036,1.085973211
SAMD4B,3.48275439,4.100460395,3.132577498,2.681729284,5.911190048,2.382036202
SAMD5,0.726315276,0.528932229,1.632698263,0.080383344,2.142991355,0.647395381
SAMD8,1.38663774,2.632659546,2.995853371,3.637777402,10.78957762,0.430966043
SAMD9,0.555295802,4.966651069,6.745852292,5.923290955,8.184060128,2.157391403
SAMD9L,0,3.721210034,6.911482802,4.401646235,6.082234471,-0.37550901
SAMHD1,1.06286417,5.038624209,5.556170961,6.269978286,5.280115214,0.091180133
SAMM50,1.878789254,2.06043447,2.192994968,3.89923184,11.50068939,4.786814109
SANBR,2.544029394,2.242610353,1.321834242,2.031053921,3.577087766,-0.31817584
SAP130,0.795707677,3.554017198,3.467830904,3.387506117,9.96435211,2.650925728
SAP18,5.202196617,5.936317735,5.318123308,6.039458748,13.35295828,1.97908653
SAP30,1.790159083,4.01124619,3.456436326,3.440201814,9.68300752,4.208212895
SAP30BP,2.523156019,2.545059842,2.771747743,4.467221305,9.430484886,1.920953473
SAP30L,0.969865779,2.985515174,3.423046595,2.508741741,9.26834975,2.274681173
SAPCD1,0,0.552013733,0.396052324,0.24400968,9.075132149,0.612642188
SAPCD2,2.033475048,2.384631358,0.303971838,1.521880054,9.471207494,3.46982009
SAR1A,3.024516545,4.434153842,5.370387656,5.037931273,12.55110519,4.248926348
SAR1B,2.503161608,3.234191656,3.088396319,2.901445252,9.091137923,0.121544982
SARAF,6.404315949,7.763385693,5.620627741,5.690811822,10.25354094,6.805015732
SARDH,0,0.072558319,0.79417111,0.052004989,3.491925633,-0.506460524
SARM1,0.13303687,0.736049937,0.786569538,0.1468325,2.784303998,0.892476283
SARNP,0.39921822,0.210264989,0.802676243,0.639936223,12.15662463,6.045424054
SARS1,3.788734544,4.57939361,4.924864338,7.214557075,9.922804768,2.996733705
SARS2,1.449609292,1.016167177,0.807960895,1.271946743,7.297589744,4.658869373
SART1,2.773782665,3.459530208,3.275941027,4.153509107,9.371264312,0.191557218
SART3,1.086598907,3.462618154,2.737501402,3.575492896,8.265032146,1.617032444
SASH1,0.280062866,2.308665059,3.492474428,1.259684378,10.93256652,2.546171921
SASS6,0,1.299921331,1.088171896,1.166990026,2.932374822,-0.047175689
SAT1,6.734148686,8.002683201,5.13317266,9.085794947,12.83457363,6.922121417
SAT2,6.120103775,6.522633119,3.503925303,4.597547498,13.04454616,3.975420535
SATB1,0,0,0.958861674,0.974949242,10.67814545,0.245260772
SATB2,0.195773231,1.594907897,1.686093783,0.322238722,7.651845915,0.917817059
SAV1,0.820124542,2.165193589,3.187043218,3.456340681,8.309859401,2.504174423
SAXO2,1.348923166,1.47343602,0.331174884,0.379675308,2.955414048,-0.234837517
SAYSD1,0.195278427,1.024601551,1.204988103,1.846977782,6.982682675,1.859507573
SBDS,5.478402358,5.278717549,4.782590994,5.335834231,11.46375204,4.601998809
SBF1,1.601691505,2.402203254,2.664557443,3.84644265,6.221772209,2.338599553
SBF2,0.52827057,1.233376934,1.867411998,1.919688363,5.137594064,0.40800461
SBK1,0.26855894,1.615582229,0.048407549,0.083677675,4.761122066,-0.14447376
SBNO1,2.096801074,4.340759556,2.966557935,3.035103178,11.37669174,2.017882901
SBNO2,2.338355049,2.755094167,3.086999411,4.842491892,5.948399937,1.39442513
SC5D,1.956368206,3.517299171,3.188131102,3.658557169,8.752432571,2.862773321
SCAF1,3.471573998,5.104845103,3.093318568,3.431770896,8.290995516,1.787558966
SCAF11,1.248410958,3.253886401,3.230758177,3.189044113,7.296576493,-0.188395599
SCAF4,1.812575835,4.067601831,2.189652527,2.057939146,8.495203509,1.910471841
SCAF8,1.474397148,2.022879847,3.409291983,3.892867948,5.045016968,1.929699738
SCAI,0.729725772,0.919165742,0.753775369,1.063772444,5.248508976,0.086718286
SCAMP1,2.267968292,3.598546889,3.614074813,4.436498409,7.650600897,2.100167803
SCAMP2,1.921863074,3.71045155,3.370009657,4.144167692,7.170683537,0.840860789
SCAMP3,4.885264469,6.15295956,4.221580068,4.533241889,10.73473902,1.718174338
SCAMP4,2.810872358,3.729376417,2.526116549,2.268587709,4.817960098,1.546217657
SCAMP5,0.732843988,1.872035184,0.941045937,0.158223156,7.859708688,1.947854864
SCAND1,2.89711085,4.174820095,2.732666857,4.022076096,8.733511671,3.145115183
SCAND3,0.941203072,1.025106674,0.150053119,1.354785103,8.995680914,0.390903012
SCAP,2.248905381,3.017035783,2.831304324,4.190444595,9.446401176,3.791562906
SCAPER,0.24463824,0.69056857,0.978786949,1.414991921,5.545074554,1.030521975
SCARA3,4.513039378,4.400199236,4.744109935,4.424159076,4.258631816,2.33438919
SCARA5,0,2.736699949,4.404493065,0,7.821127851,1.122759907
SCARB1,2.861779097,4.093031438,1.436427773,2.873060115,11.38609742,4.610992504
SCARB2,3.034374994,5.267230368,5.747324331,4.942625337,8.767619616,5.522942813
SCARF2,0,0.601533493,1.908701963,0.275440355,13.49252692,0.104385746
SCCPDH,4.957113104,5.624498986,4.793885479,3.718835408,11.38764728,2.554838489
SCD,5.786580204,9.744467617,7.120442629,9.018677546,8.680937668,7.219662535
SCD5,1.472382825,2.521522771,2.089468027,4.338068789,3.293779195,0.325459197
SCEL,0,0.170640197,0,3.400573033,1.59754058,0.039834177
SCFD1,1.32644732,1.813917151,1.906034705,1.7267832,11.14903306,-0.308512396
SCFD2,0,0.938779037,3.517373371,3.452247351,4.993784965,0.343906468
SCG3,0,0.999277408,0.537400785,0.135844416,3.468633992,-0.212296891
SCG5,0.573856003,1.057905773,0.112992342,0.296448341,5.92541951,1.108891131
SCGB1A1,1.504305812,0.538070989,0,0.402360698,9.750311833,-0.079673219
SCGB2B2,0,0.052414015,0.170402091,0.074035704,7.587137506,-0.456764667
SCGB3A1,1.22398698,0.410068489,0,0.391681139,3.0172341,-0.072170052
SCGB3A2,0,0,0,0,10.02739437,-0.253574058
SCGN,1.291421184,0.439629038,0,0,8.709880614,0.167814302
SCHIP1,0,0.186655007,0.530702277,0.511891413,12.67502196,2.811191425
SCIN,0,0.18426606,0.370030678,0.038338182,5.288739935,0.028196974
SCLT1,0.563484825,1.140960778,2.346008419,2.316616302,8.85645547,0.210137213
SCLY,0.350619712,0.266757018,0.333416056,0.273531404,5.846698837,1.235552394
SCMH1,2.819805226,1.99381398,2.144392853,2.998892617,6.389206634,0.065536015
SCML1,3.346537532,4.76409268,2.656500066,1.85599293,10.30882637,-0.063248648
SCN3A,0,0.126043828,0.45547942,0.05366456,2.823079718,-0.362722908
SCN5A,0,0.396047575,0.146712384,0.017905765,4.43858297,-0.120956786
SCN9A,0.469473881,1.541931111,2.905198879,0.583418187,2.245709728,0.871064319
SCNN1A,0.449033584,1.637621131,0.349390286,5.282298577,3.015017201,2.745010743
SCO1,2.183144437,2.899039877,2.393949809,2.460821105,7.787011985,5.815804546
SCO2,0,2.150817642,0.602354767,0.748581184,10.69454878,4.060079732
SCOC,4.776606511,4.237393885,3.948155473,3.785569782,9.512922172,4.369272227
SCP2,3.766406657,3.769211543,3.689416776,3.599677061,11.18851678,0.326004893
SCPEP1,3.705640475,5.568884637,6.411139707,5.757566268,8.839056291,3.982293065
SCRIB,3.192838612,4.543874631,2.510828694,4.331930697,12.43651955,0.788232386
SCRN1,3.276670863,4.143530442,4.896384569,5.711641176,10.8181615,4.137710241
SCRN2,1.653607088,3.368851156,2.697835924,3.929786207,6.388041227,0.399530971
SCRN3,1.735431048,1.852727701,2.363042068,2.292347859,5.939564676,0.619014762
SCT,0,1.002700085,0.748676636,0,6.004088826,-0.058102978
SCYL1,1.809508363,3.958787316,4.119200733,4.686114279,10.77537047,3.629682808
SCYL2,1.656961808,3.313024709,3.595246954,3.939116436,10.58783483,3.876678421
SCYL3,0.391445199,1.654335409,1.53478288,1.859644311,5.38390582,0.217957062
SDAD1,1.156492249,2.388094423,3.814364,4.325467916,8.904375566,3.929543901
SDC1,5.7348803,6.626944234,5.354414673,8.861179235,10.40048215,0.26229856
SDC3,1.416960254,2.503515115,4.119678839,2.187174008,1.285559653,-0.186331237
SDC4,6.162144116,7.050262849,7.043411771,8.208392384,9.512637383,2.671184204
SDCBP,5.742755494,6.893951472,5.766683615,5.454104092,11.22181728,5.149755607
SDCBP2,0,0.601230697,1.385025387,5.390963025,6.400453557,-0.253361929
SDCCAG8,2.64194426,1.778623725,2.89831353,3.447415395,7.059718933,0.644362268
SDE2,2.478714303,4.213040418,2.580345343,3.833448694,9.225211017,3.698978749
SDF2,3.66512063,4.367135684,3.691079461,4.674498246,11.39022231,5.264381044
SDF2L1,3.602018071,4.371068046,2.986680785,4.944919028,10.7195465,5.109051676
SDF4,5.006014686,6.357720755,5.325354637,5.147143767,12.10267093,1.604628885
SDHA,0.692698553,1.085634965,2.34205679,2.810449368,8.907347555,4.343231123
SDHAF1,2.748734526,3.980316021,2.117554816,4.012540763,10.53340101,1.727587549
SDHAF3,4.551038057,3.787921211,1.942807287,3.647088323,10.32704465,3.717918747
SDHAF4,3.078878668,2.277921239,1.851617314,4.386539515,10.39049371,1.56772261
SDHAP4,1.014843607,1.325992199,1.239884472,1.356699577,10.05812707,-0.251162827
SDHB,5.668229344,5.468523064,4.028516235,6.415524088,12.15175796,5.347291116
SDHC,6.687690875,6.966724004,5.022846213,6.152274209,7.324637348,3.706613357
SDHD,3.691458117,4.012474403,3.28108465,4.618590295,9.397053373,4.335586369
SDK1,0,0.281735865,0.703506693,0.167063375,4.409564036,-0.102210575
SDR39U1,0,1.396555165,1.261652919,0.827472747,10.17137215,1.433896481
SDR42E1,0,0.122612768,0.345422659,2.577960577,2.786885296,0.356316811
SDSL,2.626395416,3.153053859,1.877897671,2.759039156,8.72274896,3.234039866
SEC11A,7.144051293,7.100374282,3.983856656,5.197659234,14.89828366,6.830035718
SEC11C,5.267235759,5.149284439,2.76089533,3.063449545,13.19661212,4.7193587
SEC14L1,1.619048612,2.559316198,2.363490921,3.418545995,6.477544707,1.542270547
SEC14L2,0.448312392,0.9235993,1.853413122,6.17927058,5.968564812,0.361866819
SEC14L3,0,0.284643987,0,0.096237238,2.485418273,0.083735946
SEC14L4,1.944776097,1.48713415,0.183698669,0.066988863,6.191370479,2.157568516
SEC16A,1.626828334,3.399721109,3.148608787,3.626835288,9.775955028,4.284509543
SEC22A,0.935227977,0.836466066,1.779929902,2.729192784,8.038226491,3.298886651
SEC22B,1.412242169,2.504067148,4.188987827,3.381488055,9.263592103,3.168694018
SEC22C,1.210882498,2.678816445,3.285261365,3.876932778,8.52017778,2.459694277
SEC23A,3.729379851,4.419088912,4.909120105,5.359347555,9.322110277,0.603728958
SEC23B,3.268612198,5.086418503,3.426803875,5.557083598,7.030545248,4.586367079
SEC23IP,1.470924824,2.815121361,3.162923525,3.312552842,7.939953007,3.833056446
SEC24A,2.585559825,3.568288151,3.326243161,3.475830818,11.25159855,1.07999933
SEC24B,0.865665087,2.79036481,3.289187318,4.302250826,5.159108224,-0.127318145
SEC24C,2.380837542,4.306639135,3.422999056,5.142465483,8.157203199,1.04730751
SEC24D,0.623581209,3.004576329,4.432680785,3.708093616,3.480150226,2.085227819
SEC31B,0.491210122,1.500800435,0.857403021,0.395825588,4.281718869,0.038682478
SEC61A1,3.445764121,5.141497245,5.411143683,5.280363588,9.083612168,5.262877955
SEC61A2,1.79303698,2.334774058,1.955391497,1.2957944,1.873568727,2.280689509
SEC61B,7.967685512,7.31563756,5.893641231,6.7389552,14.02068238,7.074147137
SEC61G,7.761962854,6.74796058,5.831485592,6.268286271,13.52250525,6.722082195
SEC62,3.644013264,5.639462182,4.380993714,3.287941938,9.346856949,2.208940143
SEC63,2.244735725,4.561152528,3.572062939,2.3161549,8.36516908,0.643418132
SECISBP2,0.90606056,2.610619687,2.203911875,2.350540418,12.53549151,2.46946334
SECISBP2L,0.459381634,2.480978224,3.805906504,2.760885317,5.853694301,1.856889706
SECTM1,0.452875254,3.420888592,6.85269909,4.885797542,5.633038267,0.697516211
SEH1L,1.088045757,1.825334225,1.75389019,2.682309164,10.33835805,2.488215707
SEL1L,1.231137831,5.102404284,4.97676409,3.789497902,9.539004167,0.881355532
SEL1L3,2.869416988,4.647291704,1.554134037,4.997899999,8.998788298,4.15566149
SELENBP1,1.159920994,3.472579487,3.641265056,1.199775784,6.518907551,0.769344791
SELENOF,7.603571638,7.849016681,5.988851839,6.302916354,14.5140051,6.374677322
SELENOH,4.445561838,3.315130265,2.461350714,3.055112965,15.06376925,0.543777961
SELENOI,1.402059147,4.581944142,3.549190809,3.600623712,8.267041098,2.526996997
SELENOK,5.520208544,5.45210744,4.005506362,4.996759663,14.716683,0.512536361
SELENOM,4.472857589,3.635847974,4.506189206,3.054684942,7.215166349,3.463452703
SELENON,4.918222881,5.348752629,3.844804716,4.23853397,7.682870563,-0.339310581
SELENOO,0.546171286,2.94143316,2.739751934,4.210609186,7.824507634,2.326981363
SELENOP,0.25697742,0.364997442,1.861494626,0.15550299,6.9443823,-0.274891817
SELENOS,4.351269208,4.708637139,3.169592406,4.727584853,12.38346892,0.73133949
SELENOT,5.640724352,5.009199519,4.58632957,5.442551825,13.1928361,0.154288912
SELENOW,6.326779677,3.904725178,3.299851657,6.857658796,15.32160139,3.81085354
SELPLG,1.100886991,2.436652981,2.210314842,0.638679232,10.31501506,-0.408723752
SEM1,5.781331894,4.232049722,3.191185869,2.82873532,14.75240965,3.673142378
SEMA3A,0.158154771,2.726114005,2.706243745,4.732133128,4.679231149,2.475875657
SEMA3B,0.948530026,2.023753609,2.286030424,1.792581746,9.210066786,0.232323833
SEMA3C,3.862067278,5.161651352,5.931592113,6.630740267,8.085735042,4.103057882
SEMA3D,0.176178801,0.328499702,3.454767205,0.614216924,2.403197463,-0.425622219
SEMA3E,0.326425348,1.321675203,0.302050348,0.031721688,5.595519288,0.029347451
SEMA3F,0.289578589,1.622286093,2.897318249,5.923595603,3.548032321,0.592325852
SEMA4A,1.181071275,0.391659051,0.612067202,2.117205389,7.42621831,-0.419262177
SEMA4B,1.788153987,5.129405638,2.112671598,6.157979536,8.614273692,0.164583354
SEMA4C,1.611198351,3.864941714,1.470292537,2.936907663,11.40564959,0.284753141
SEMA4D,0.683532138,2.291719679,0.803592053,0.427531868,3.051123857,3.198466651
SEMA4F,0.601046529,2.106584832,1.876547862,3.327726046,1.954808171,0.262029213
SEMA4G,0.85592573,2.863591117,0.623208926,0.546906144,7.308685135,0.373385119
SEMA5A,0,0.030616148,3.781134124,0.146446195,1.64712078,-0.040952338
SEMA6A,0,0.034505234,0.54529839,0.439336889,6.672699469,-0.208094599
SEMA6B,1.985810043,1.72157466,0,0.14581812,12.58168657,0.032316477
SEMA6C,0.455698787,0.543038866,0.695531115,0.441224559,11.4585756,0.305381653
SEMA7A,0,0.874708832,0.921839887,6.55768943,5.730851551,-0.321137354
SENP2,1.83503716,1.892760668,2.487985319,2.870455051,9.193586572,2.499927242
SENP3,1.310367977,3.21787827,1.687739124,2.566679779,7.82952261,0.622437221
SENP5,1.420803339,2.178654007,3.0440076,3.933301278,9.359325299,1.004343757
SENP6,1.024005772,2.819259044,2.986629613,3.017410791,8.159417972,0.664997266
SENP7,0.587999296,1.615263462,1.707389966,1.987842593,8.818846904,0.390910068
SENP8,0.516666541,0.562562821,1.079446142,1.602247657,5.27024195,0.460006693
SEPHS1,4.838923094,5.33946011,3.787152368,4.145879928,10.96069994,4.488753278
SEPHS2,3.846526559,5.506783518,3.346039589,3.501406885,12.23751557,4.099140068
SEPSECS,0.419403601,1.540785248,1.137722281,1.626435372,4.966275847,0.424664572
SEPTIN10,3.943352637,3.974309313,4.403200384,5.478066139,10.36455487,-0.066841159
SEPTIN11,2.927564019,3.611258913,5.641916031,4.006831276,7.557913198,-0.267700215
SEPTIN12,1.036823041,0.175562398,0,0.043617748,9.038469558,0.122759907
SEPTIN2,6.747260748,7.980946324,5.746639268,6.302483799,11.38572001,0.758975985
SEPTIN3,0.200758613,0.243310663,1.05011636,0.037235146,2.693917553,0.89040298
SEPTIN6,1.139095705,2.103388544,1.815990524,2.658616925,6.585781796,-0.080803573
SEPTIN7,3.171855707,3.793056352,3.731929088,3.091996332,11.69691067,3.24801058
SEPTIN8,1.689954412,2.888224676,3.121821475,4.082782315,6.160048685,0.026644842
SEPTIN9,3.029652775,4.094419794,5.003890339,5.641510161,11.41876796,6.893893658
SERAC1,0.370147909,0.391655154,1.496253428,1.424674499,1.63952905,0.236228251
SERBP1,3.821375198,4.262496455,4.648254032,5.629277499,10.27694618,4.436163839
SERF1A,0,0.232374488,0,0.195465359,11.94999965,0.951839639
SERF2,5.843249154,5.479900467,5.854406022,5.719639446,14.23298514,5.728502315
SERGEF,1.685741352,2.56322355,2.041404461,2.734930286,10.11836793,2.837545084
SERHL2,1.536721732,0.642906585,0.651475725,0.882441276,5.450323336,-0.406375681
SERINC1,4.777802722,6.814959123,7.468892629,5.844148214,10.84139162,3.42523437
SERINC2,3.026348228,3.742938861,2.942167652,6.64734644,6.835720145,1.361866819
SERINC3,4.299423126,5.624175527,6.148964808,5.629821932,10.79539499,1.484187606
SERINC5,0.837707028,1.826207854,2.315016956,3.24807176,5.800150296,0.021978259
SERP1,4.184656384,5.033987702,4.034663959,5.26093367,11.00133547,3.083175917
SERP2,0,0,1.722274811,1.044335821,6.951616193,-0.524550919
SERPINA1,0,0.89657514,0.101640736,2.441637846,10.0014622,0.036125334
SERPINA3,0,0.212122568,0,0.121234901,12.12452751,1.340474822
SERPINA5,0,0.644334975,0.515268252,0.070500892,8.539726442,0.202596508
SERPINA6,0.660655399,3.100154807,0.133383351,0.421184509,9.174149739,-0.366303646
SERPINB1,3.128525334,4.598063161,3.223050831,6.07818159,10.34061716,4.519532721
SERPINB2,0,0,4.921549542,5.93430258,10.52253788,-0.308602532
SERPINB4,0,0,0,2.073390308,2.225801894,-0.359184252
SERPINB5,0,0.09834759,0,9.394568834,7.154045286,0.395928705
SERPINB6,2.875471514,3.315975454,2.857519717,4.543365981,7.326752931,0.632950138
SERPINB8,0.949012352,1.454366222,2.699066584,3.580319542,8.539605883,1.593351502
SERPINB9,0.829268309,3.400232015,2.868820262,2.717461572,7.52492655,-0.06217438
SERPINC1,0.698949997,2.129149446,0.142680924,0.447682577,7.049593187,-0.18004499
SERPINE2,4.375824278,5.242988177,5.803956136,4.863132323,8.43626126,7.434312635
SERPINF1,1.812058023,2.28828012,6.021554644,4.520282791,5.552257178,-0.397219707
SERPING1,0,2.283859425,4.630906695,1.315836368,4.200803629,-0.006043699
SERPINH1,2.301059225,5.867151412,4.817721039,5.689159976,8.512444252,3.606096793
SERPINI1,0.588906756,2.20086365,3.481913081,1.640926598,5.23254298,0.381718934
SERPINI2,0,0,0,0,3.714336737,-0.32410487
SERTAD1,3.739199676,4.78665971,3.541648293,5.494387514,13.1296945,3.381960394
SERTAD2,1.243579513,3.731858474,3.273321744,2.154869169,10.65500727,4.372597647
SERTAD3,5.399667687,8.026246129,3.565936646,5.764679984,9.932627601,1.061506291
SERTAD4,0,0.825516389,2.437071241,1.702733237,7.34503448,1.441779319
SESN1,0.198412715,1.950935363,2.094327757,2.461950605,5.619524952,2.003949377
SESN2,3.022687835,3.654245924,2.868805481,4.481751056,7.889665329,-0.146389442
SESN3,0,0.458740138,3.655619146,3.319058402,6.722295699,-0.011115976
SESTD1,0.248677235,2.296237573,3.278888402,2.718910216,5.103891181,2.376867957
SET,5.776565448,7.669356666,5.662945605,6.714027754,10.61939256,6.005587364
SETBP1,0,0.198156038,2.080789082,1.355281377,6.667567373,0.790991511
SETD1A,1.402608718,3.982326081,1.871524664,1.303379626,7.856230449,3.408497343
SETD1B,1.64670918,4.164848419,2.402189907,1.458879635,7.487752418,1.177987741
SETD2,0.743965341,3.626073294,2.655731625,2.732402878,9.940799668,3.940918824
SETD3,2.929656593,3.489491057,2.988061609,4.790381134,6.106898664,-0.157419244
SETD4,0.198107457,0.786126611,1.693261628,1.654430791,7.070237598,1.211504122
SETD6,0.501662238,0.720812372,1.108271982,1.151715285,8.027025088,-0.343042041
SETD9,2.709241968,2.074983558,1.369507085,1.092067526,10.49892743,2.258380136
SETDB1,2.119518934,2.638309115,2.449839306,3.261905324,11.33405906,1.873390129
SETDB2,0.403937445,0.67477923,2.187946504,1.852891711,8.756757335,0.331263033
SETMAR,0.733612995,1.042771912,1.707538838,2.248788572,7.798621512,3.17150597
SETX,1.271250688,4.027444313,5.194988881,4.009114039,9.489522466,0.779517764
SEZ6L2,2.13442333,3.664634856,0.869046995,1.90319347,8.845842639,0.432708101
SF1,4.071013356,5.001401391,3.760452755,4.361423009,10.74743758,0.32295257
SF3A1,2.833692156,4.033489448,3.354425602,4.027175321,9.697850463,-0.136791865
SF3A2,2.027137516,3.161556604,2.387413369,3.341220861,15.87130694,3.928401498
SF3A3,3.373855731,5.026422448,3.854154761,5.417156542,12.38134131,4.357667838
SF3B1,2.758014268,5.849694338,4.96814712,5.149616671,11.28044559,0.509716688
SF3B2,2.594040766,4.298443164,4.062460777,5.410995119,12.05744227,4.666862405
SF3B3,2.545568941,3.644154365,3.651990181,5.292719501,7.469125035,4.057184237
SF3B4,4.675370992,5.758566975,4.322181277,4.508091246,6.594116093,6.218934572
SF3B5,7.386744003,7.710876507,5.915904247,8.03142215,14.27548122,4.87675925
SF3B6,7.31549881,7.635268503,5.084008939,6.719233507,14.29952478,5.285797968
SFI1,0.338348143,0.760251134,1.956016676,1.599978766,5.223706314,-0.194315747
SFN,5.18054075,4.948129052,0.184950879,10.95548756,8.974143117,4.446756983
SFPQ,3.962582158,6.174489799,4.644353865,5.278213036,7.884092853,2.283128931
SFR1,0.672638954,1.860400037,3.280578686,2.917062546,7.791622209,1.896839762
SFRP1,2.061123846,5.095351122,8.329200057,4.608269052,4.099042348,4.167858224
SFSWAP,1.112138541,2.70828181,2.182716723,2.803121389,12.27656529,0.268964821
SFT2D1,3.222595686,3.900137372,2.812165527,3.998243004,12.53973635,5.522185784
SFT2D2,1.102739401,3.100654211,4.413036352,3.421349897,4.952015459,0.529053903
