,ERR9954784,SRR10754133,SRR2973693,SRR4436359,GSM697598,GSM896836
AKR1B10,10.10058399,12.0615385,0.853793183,4.778887704,6.944383472,7.500256877
AKR1C1,6.114637841,7.749333018,4.611922196,4.794289924,8.104282559,-0.122083563
AKR1C3,8.056562316,9.244747043,4.397922697,5.203520498,11.3917842,7.161408552
AKR7A2,3.638886875,4.646113052,4.169569471,5.798655183,11.04491001,5.377591022
AKR7A3,0.912965971,0.520592021,1.122991847,0.270409853,9.051673256,-0.207240022
AKT1,4.180816296,3.918480482,3.302717732,4.923690458,7.054680862,0.144550994
AKT1S1,4.640054506,4.676479508,2.916240294,2.582089281,9.047959957,1.32666608
AKT2,3.365887259,4.710578342,3.067010426,3.685760355,9.839354517,0.580208981
AKT3,1.419998374,2.135663591,2.309135791,1.56019694,7.56334731,0.159786271
AKTIP,1.96011221,1.716634261,2.206643662,2.686198216,7.579943164,2.747038632
ALAD,1.202639692,2.243943507,2.895281579,1.78406239,4.54700526,0.108215351
ALAS1,2.957555747,3.538253534,4.775282281,5.573433952,8.190112233,0.363852024
ALAS2,0,0.331044926,0.523055584,0.043470816,2.674867964,-0.239754338
ALB,0,1.884771015,0.14311641,0.026092824,8.83846726,-0.015738973
ALCAM,2.892463814,6.119829107,7.516258737,5.851917238,9.156199418,5.015708524
ALDH16A1,1.738824314,2.500695081,1.928646901,3.180205318,8.086638512,1.767719962
ALDH18A1,2.745791265,4.393337373,4.184395063,5.423870675,8.46226033,3.62410616
ALDH1A1,10.5671839,12.43289559,2.237780479,0.978298908,1.789048754,7.487004574
ALDH1A3,0.487642077,0.918899297,1.906821357,7.031501616,10.22334716,3.694107117
ALDH1B1,1.908144017,2.861403067,2.498032445,4.697709841,5.078419829,2.438760886
ALDH1L1,0,0.132590932,0.018701681,0.264156299,2.189810312,-0.491927314
ALDH1L2,0.154457649,2.188868713,2.717746371,1.836949032,2.056927678,0.256560475
ALDH2,2.950492814,4.673386757,1.823439341,3.335366224,10.24350707,4.293975748
ALDH3A1,8.292701008,9.376575586,1.075331096,2.341716052,2.647322187,7.32284725
ALDH3A2,2.737193804,3.805619435,2.578028421,3.515986056,2.657909182,3.204107407
ALDH3B1,3.355267542,4.758710589,2.654278395,0.789202177,7.022792409,1.231185437
ALDH3B2,0,0,0,1.688003022,2.974597011,-0.172909108
ALDH4A1,1.125274375,3.180758064,2.907292449,5.209397419,5.994167957,0.811053322
ALDH5A1,0.360286436,1.545853049,1.012342148,0.430543128,6.617438223,2.376091251
ALDH6A1,0.715600184,1.345266116,1.889164268,2.165454461,5.784275397,1.245896659
ALDH7A1,1.837925545,3.072506945,2.331912178,3.623151607,10.68046386,4.921789921
ALDH9A1,2.299894853,4.129659875,4.666391033,5.518358156,8.764756909,6.27893873
ALDOA,3.144784561,2.380054657,3.026581096,5.009846607,15.44768955,0.199477952
ALDOB,0,0.802243858,0.297639421,0.045553395,2.755705976,0.17623889
ALDOC,1.158394467,3.882156502,2.69588453,5.191892911,8.645025418,1.162523811
ALG1,1.076796559,1.693136161,1.625542857,1.548433119,6.492891313,1.753715216
ALG10B,0.562116828,1.752028248,0.778305625,1.149325256,7.721103973,0.73122065
ALG12,1.142469502,1.98975397,1.421313496,2.05260094,6.506642425,0.293169046
ALG13,3.059486312,3.056340323,2.118697229,1.640793593,8.847625295,0.942162761
ALG14,1.638815145,1.686121367,1.141557757,1.256967008,8.713447927,2.265580052
ALG2,2.509819787,5.329045582,3.50600328,4.455227387,8.858119368,0.237230967
ALG3,3.606157427,4.065209768,2.460745958,3.191822649,11.4767973,4.117437977
ALG5,1.629534928,2.519403924,2.099472468,2.312079889,11.93188717,4.886391725
ALG6,0.47613384,2.028253542,1.141694868,1.811743122,8.195545034,3.123123015
ALG8,2.71227303,4.374803504,2.168912048,2.411451476,10.78066562,-0.376233994
ALG9,0.615149611,0.511220293,0.773503955,1.311527247,6.293546849,3.594422905
ALKBH1,2.960202367,2.793758362,1.960010455,3.279441797,7.721559948,0.964256772
ALKBH2,1.522949321,2.229242864,1.442942089,3.189227479,8.312377114,3.044298286
ALKBH3,1.486931699,2.076089866,2.730703705,4.277300843,8.664410007,3.500614694
ALKBH4,1.736845142,1.720945305,1.166782693,2.594279004,8.005120747,1.128559674
ALKBH5,3.657423784,4.320990466,4.309583158,5.969514139,9.116566181,6.863493237
ALKBH6,0.584733384,0.317267237,0.772693083,0.636239361,7.478381868,3.00955858
ALKBH7,4.728901678,4.858813765,2.64105333,4.593667063,10.61910504,1.85426688
ALKBH8,0,1.816381121,1.416525292,2.319838129,6.568211933,1.351675419
ALMS1,0.2500872,0.91456241,1.265875827,1.278148442,5.510058419,0.837766234
ALOX12B,0,0.253709794,0,0.125933641,5.510922039,-0.147265153
ALOX15,0,0.628153309,0.074260676,0.199000028,4.730538209,-0.3784048
ALOX15B,0.439647852,0,1.476394038,5.41113341,8.410430555,0.011438811
ALOX5,0,0.277906895,0.067624675,0.093812867,4.566547934,-0.235609534
ALOXE3,1.714494317,0.357001079,0.192454489,1.301671064,6.72146242,0.044394119
ALPG,0.516492264,0.50967813,0,0,9.701931043,-0.200803584
ALPI,0,0.30606884,0,0,5.782892107,0.268429004
ALPK1,0,0.989269701,1.948361792,2.116921189,9.891753125,0.380214108
ALPL,0,0.235324376,1.840575687,0.059390768,3.051413274,0.11474694
ALPP,0,0.452123162,0,0.031149255,9.629216835,4.830890471
ALS2,0.291683005,1.21620858,1.300254384,1.621873193,5.098432052,3.799310015
ALS2CL,0.438559756,0.302319504,0.635031196,4.35020097,7.460777742,-0.072842979
ALX1,0.852286061,1.255386191,4.53367398,0.358468211,2.994223327,2.895030384
ALYREF,6.239222419,6.048851215,3.227011066,6.321831636,12.70516297,0.090366822
AMACR,0,0,0.114420656,0.081038494,6.208321729,0.714625248
AMBRA1,0.505302396,3.887153364,3.052764018,3.786200207,10.87981609,0.330759618
AMD1,3.628331527,4.908449448,3.84720111,3.977275731,13.36259017,4.615323301
AMDHD2,0.796687946,0.836756814,1.889274132,1.033499181,7.78349527,1.398031092
AMER1,0.173256221,1.15356268,1.411364697,1.532006862,2.906051624,2.289614533
AMFR,3.884574444,5.012357799,4.427129884,5.241961293,9.972821812,1.430229272
AMH,2.110136394,3.575143595,0.271984127,0.101132114,9.64670073,1.624234276
AMIGO1,0,0.072241698,1.215612685,0.165817524,0.722698607,0.154374002
AMIGO2,2.957080023,7.328194625,3.531200394,6.392248057,10.64235931,0.09414714
AMMECR1,1.072888277,2.103624221,2.298025091,3.247092361,8.299987757,0.551212401
AMMECR1L,2.191312485,4.72825074,2.483909241,4.189670873,11.78640076,2.921580022
AMN,0,1.117321707,0.27329356,0.232902158,13.59430953,-0.169331887
AMOT,0,0,1.939393355,0.131677223,3.389469319,-0.071338685
AMOTL1,0.401476507,1.424628118,5.064516304,5.825933714,2.576604924,-0.33903463
AMOTL2,1.496354011,4.708160891,3.395961699,4.537856628,12.92673706,-0.402437362
AMPD1,0.762248062,1.245168638,0.301230171,0.361143375,8.499680684,-0.509835113
AMPD2,0.428686491,2.563199003,2.35510608,2.331337391,7.373428233,-0.056886195
AMPD3,0.209923756,1.001538914,3.816277996,2.965561611,3.41403056,-0.15175475
AMT,0.648084854,0.065596084,0.360339031,0.644074255,6.237163641,0.387488275
AMZ2,5.519496548,5.273354746,2.813155831,4.813192833,12.2822013,0.825449226
ANAPC1,0.882706041,2.047431419,2.10458955,3.075318002,8.549621022,2.560038536
ANAPC10,0.962664819,0.433245843,0.742074225,1.582090409,7.676447568,3.500474988
ANAPC11,6.602373006,6.231536209,2.589813182,4.596007037,15.01065046,0.006392982
ANAPC13,3.73267024,3.960349994,4.695276381,3.820650894,10.96122671,5.894617954
ANAPC15,4.675703837,3.104335782,1.547805228,2.508803244,10.77400215,3.398781445
ANAPC16,5.689585555,5.337677948,2.88201045,4.749158779,13.39711994,2.685640369
ANAPC2,0.836875164,2.353653048,1.993804355,2.276010209,5.027624363,-0.066250012
ANAPC4,0.656662328,1.336227394,2.276607699,2.180465709,8.729085567,3.24801058
ANAPC5,2.797100724,3.762971537,3.3944028,4.397405314,11.81572328,5.819520739
ANAPC7,2.134851128,3.190197252,2.450472376,3.66940399,2.44678107,2.572650501
ANG,1.993457174,4.717878055,1.901179758,2.396290327,10.12146742,1.772088904
ANGEL1,0.219592196,1.366164699,1.342235136,2.008252835,1.924517472,1.863860249
ANGEL2,1.464307064,2.905756154,2.820440504,2.833388093,11.29511037,4.506751401
ANGPT2,0.211504447,0.054995219,0.818568516,0.403359529,3.524313258,-0.044987463
ANGPT4,0.297052204,0,0.053987121,0.038002707,5.578264638,-0.583776523
ANGPTL4,1.848228795,4.704057267,3.60073685,8.476300814,9.397998103,0.252984815
ANGPTL6,0,1.413325692,1.356697568,0.814611496,4.28732769,-0.187231604
ANK2,0.02779634,0.156907696,1.510611711,0.065652221,4.727573291,0.036427899
ANK3,0.058705404,0.316473139,0.068304851,1.680801889,2.587873411,0.109668939
ANKAR,1.316396241,1.070609877,1.124786304,1.008181432,7.514766561,-0.01018983
ANKDD1A,1.050792151,1.397843565,1.851766151,0.561128485,6.078843066,1.378389988
ANKEF1,1.188694273,3.403357444,0.713825531,2.361682236,3.621323307,-0.286679647
ANKFY1,0.681080487,3.361708767,3.790968719,3.988715846,5.690749198,0.204011661
ANKH,2.102837636,2.220274435,2.690159805,1.625948908,4.685359749,-0.331895945
ANKHD1,0.132819787,0.161766164,0.629303432,0.325743125,9.184709811,-0.043078249
ANKMY1,0.453644851,0.807480347,0.607666526,0.770923851,2.31282501,-0.248136637
ANKMY2,0.809443294,2.671395123,3.912309722,2.658825837,5.847144427,3.546014317
ANKRA2,2.49113823,2.613193837,1.886762162,3.177806937,9.951855881,2.23875988
ANKRD10,3.379038936,5.884717052,4.323072145,3.647008975,10.67480702,3.150730755
ANKRD11,1.626474035,3.472317128,2.193195185,2.688193865,12.07019141,-0.320218973
ANKRD12,0.766110394,3.269465747,3.287497779,1.809470734,9.756377423,1.865163587
ANKRD13A,0.907432999,2.232472483,3.792024575,3.387520352,10.23072859,3.369769648
ANKRD13B,1.166936033,2.263068763,0.967451699,1.33717662,5.36322006,0.73554124
ANKRD13C,1.702706509,2.802479178,2.680323526,3.044411844,9.633630307,2.379758294
ANKRD13C-DT,3.393493396,3.003558299,1.287843123,0.85385646,6.42036377,-0.043659367
ANKRD13D,1.586604767,2.168610334,1.95813005,3.255129502,5.675758308,-0.053839856
ANKRD16,1.460921298,1.53502472,0.433809842,1.36495705,6.110318922,1.409763794
ANKRD17,1.109812854,2.966859492,3.614421989,3.708205185,10.864858,1.371213767
ANKRD2,0.798515031,0.788880778,0.990146853,1.352525306,9.842046562,-0.101570958
ANKRD22,0,0.260913067,0.063202598,0.979510849,7.21627192,-0.159596996
ANKRD24,0,0.232825312,0.521249865,0.096582041,2.920855521,-0.165991117
ANKRD26,0.307150549,0.877253338,1.331603754,1.110190347,3.868743362,0.896305876
ANKRD27,2.143001693,2.949833443,1.752971722,3.658067102,8.830114291,1.460581644
ANKRD28,0.816458383,2.570408458,3.618331043,2.62268404,9.430124825,2.01947557
ANKRD29,1.740020541,2.342755383,3.416077771,1.81058721,4.961024198,0.065693083
ANKRD33,0,0,0,0,8.260242956,3.212016433
ANKRD35,0.399425605,1.405141018,2.915213827,0.803053157,8.331418898,-0.074822775
ANKRD36B,0,0.314613928,1.479778837,1.312415129,7.857257919,0.950965475
ANKRD37,0,0.954095631,0.63770782,1.796431346,9.541735585,0.757697058
ANKRD39,1.155050957,0.967983113,0.690515087,0.993289345,8.141957601,2.124937512
ANKRD40,2.610516327,4.918126762,3.624343028,3.758517259,8.0756084,1.877916421
ANKRD42,1.078818153,1.244040809,1.825404503,1.375939112,7.941940635,-0.466567821
ANKRD44,0.223145284,0.27001515,1.003102861,0.370641685,3.492009124,-0.395996928
ANKRD45,0,0.173757989,0.176467591,0.184751928,0.976132013,-0.253574058
ANKRD46,0.635018902,1.878191809,0.965644376,1.765232676,2.561172253,2.910051058
ANKRD49,0.745532786,2.543122881,2.056405748,2.644488603,9.31605988,2.373055979
ANKRD50,0,0.992891772,2.693782111,3.152687942,3.91785542,2.272200005
ANKRD54,1.67772766,1.288772054,1.851277882,2.893941753,8.262094518,2.563580868
ANKRD6,0.47046255,0.620725645,1.45213089,1.343626946,5.296108414,0.008201244
ANKRD9,2.999066972,2.308997304,1.974094563,2.267156108,10.13976311,1.148533904
ANKS1A,0.147474793,1.430338877,1.528437467,3.131792612,10.82022233,2.852077684
ANKS3,1.606503686,1.714364513,1.518309191,2.025743273,9.792173708,1.112553888
ANKS6,1.430119261,1.463370997,1.966087351,2.476274125,8.466845181,0.086298819
ANKZF1,0.768154199,1.828650233,1.62355068,4.204151174,5.090545814,0.340472817
ANLN,2.498470403,3.667801949,2.788028012,5.090808804,9.635764177,4.229451337
ANO1,0,0.059516378,0.329852396,3.16865993,5.031348581,0.39315441
ANO10,0.857512875,2.905637873,3.888643267,3.928824335,6.312354517,1.651177552
ANO4,0,0.074270817,1.40431629,2.085958186,1.597772538,-0.322070493
ANO6,2.611313406,4.797001779,4.194576295,4.946675634,7.211805183,4.269947038
ANO7,1.89801982,2.520922374,0.483310521,0.431045749,5.111321694,-0.161051384
ANO8,0.716332677,1.508961753,1.280848241,0.964099675,3.38586921,0.830668113
ANO9,0.428308031,0.467563706,0.265152193,1.709234028,5.647550052,-0.016102204
ANP32A,4.748459275,5.524680506,2.711343017,3.977262081,10.65546929,2.565185754
ANP32B,7.268344894,7.189628845,3.894564444,3.525379718,9.914056749,7.663581372
ANP32D,0,0,0,0.082500524,6.610943506,-0.009522851
ANP32E,4.900348033,5.812846833,4.077302546,3.493847437,10.12604407,-0.327078502
ANTKMT,3.318590595,4.190492956,1.521755024,2.473076191,8.925320641,4.086392304
ANTXR2,0.144958643,0.873695984,4.924487112,4.308751013,6.432372861,0.472031652
ANXA1,7.626266946,8.405770651,7.357164025,8.244292884,13.69436138,7.649740899
ANXA10,0.663827646,1.368271986,2.233534385,1.341848957,5.815317561,2.361405114
ANXA11,3.350336502,4.108446634,4.461832085,5.421831085,9.545319577,0.941073925
ANXA2,8.047651578,8.547460437,7.6865973,10.2553934,15.38371639,5.243869248
ANXA2R,0,2.257417426,1.927105181,0.58931608,10.03419381,1.644868353
ANXA3,4.010899971,3.71525187,0.487523288,7.282478804,12.36373399,3.309296698
ANXA4,4.888150549,5.974780798,3.850603027,4.036599701,11.41198774,4.368085177
ANXA5,7.102556924,7.862734104,8.432450456,8.698259755,13.20528473,5.454696078
ANXA6,1.559541316,2.692371241,6.344488229,6.167125495,4.774778613,0.853610558
ANXA7,4.247276245,5.040645797,6.121779726,6.465736465,10.32732563,-0.256973469
ANXA9,2.674434233,1.49658038,2.233834406,1.891642482,7.38996752,0.106689085
AOC1,0.359907438,0,0,0.023666143,5.455327594,-0.128121822
AOC2,1.927922791,4.025464728,0.952803797,0.664282166,6.834505105,-0.042827811
AOC3,1.753269624,3.82061251,0.26030255,0.221686571,8.739297854,-0.044987463
AOPEP,3.649111883,4.137711887,2.429438709,3.217876358,10.14775321,3.627309748
AOX1,0.481894325,0.525229337,4.452853797,2.885406305,6.823216006,0.648404881
AP1AR,0.730958044,2.874158023,2.12295837,1.851635684,8.499890009,0.350161281
AP1B1,3.368511724,3.301576023,3.877853528,5.419310546,7.455553273,0.02857758
AP1G1,2.557034274,4.851255386,3.966415378,3.998854895,11.42064056,2.942217913
AP1G2,0.697905462,2.200970884,2.111124504,2.855452763,6.829308004,3.089229824
AP1M1,1.988562094,1.531949802,2.557557354,3.232211887,6.903889015,4.381998174
AP1M2,5.479206775,4.741718792,0,6.690682612,9.681157867,1.44265246
AP1S1,5.30433014,5.258912975,4.703852562,7.05787274,6.252709454,3.92011786
AP1S2,2.750882239,2.452681915,2.023349215,1.106760014,9.905376229,3.736512274
AP1S3,1.217092743,0.838228773,0.52795063,1.869873879,6.974577536,0.10301159
AP2A1,1.842057299,3.037393833,3.683282134,4.585524309,6.179390568,0.229734135
AP2A2,1.169718827,1.92061298,2.222079268,3.125658613,3.934368448,1.722657934
AP2B1,4.060584134,6.116959066,4.611781948,6.86248027,8.120496897,1.856269644
AP2M1,5.63250737,5.790238004,5.334848823,7.087652241,12.76971998,4.396510688
AP2S1,5.515851956,6.042096856,5.79557227,7.749399817,10.28508701,7.053045322
AP3B1,1.615620468,2.319514167,2.755883075,3.380820593,9.740636667,5.49946133
AP3B2,0,0.051836108,0.246039749,0.170984474,6.825563755,-0.447027617
AP3D1,1.997683449,3.418208246,3.844452165,4.74133703,12.51274126,3.412439844
AP3M1,2.005744329,3.260250873,3.483554559,3.745388797,6.0598256,0.403198696
AP3M2,0.424228001,1.746532017,2.64931156,2.622536458,6.725203535,3.016221732
AP3S1,5.367623261,5.028347326,4.746163507,5.124544421,11.46500497,3.970585148
AP3S2,0.858334985,1.639165057,2.00075832,2.049179633,8.658923383,1.577296269
AP4B1,0.632644824,0.784404891,0.868800173,1.895380969,5.198502266,2.679850508
AP4E1,1.459671613,2.152539303,2.367381771,3.107819942,9.986805784,3.326744706
AP4M1,1.494380331,1.508367105,1.016474466,2.516241444,6.313954105,0.984093554
AP4S1,2.304276025,1.174772116,1.021357454,1.246969891,6.426035102,0.810515247
AP5B1,1.508048242,2.429522037,2.971504557,3.523081759,2.620522991,0.251918406
AP5M1,0.579554395,1.779567216,1.916807781,2.176559041,7.325450413,0.25052589
AP5S1,0.983178178,1.547469731,2.370291054,2.279316758,3.412773139,2.836880906
AP5Z1,1.266103736,1.88883126,2.523727231,2.4836467,4.342570316,0.433310848
APAF1,1.074545666,3.753442345,2.126460253,3.415262866,4.760613741,0.342905556
APBA1,0,0.032342608,0.847164515,0.361789984,3.59816941,-0.084651585
APBA3,2.090465942,1.354305443,1.104961867,2.202611992,5.183218887,1.966391483
APBB1,1.508226959,2.374689223,3.142015316,1.255677996,7.836653011,-0.092067723
APBB2,0.114764932,0.938774195,3.471731846,3.584409256,3.675352889,0.161312713
APBB3,0.375445275,0.90901023,2.86703969,1.065631368,6.531572309,1.555765989
APC,0.427533296,1.373816125,3.162367089,2.039410489,5.021217384,0.205343088
APC2,1.130028176,1.172225674,0.452224749,0.527148324,7.304543445,-0.464383556
APCDD1,0,0,0.37999872,0.01513658,2.966734905,-0.170221542
APCS,0,0,0,0.094500048,4.818295668,0.33640874
APEH,2.213005785,3.225287147,3.276884705,5.801638203,9.244243588,4.433713419
APEX1,5.689923808,6.240401315,5.378514509,6.035850173,10.75823875,5.663826368
APEX2,1.217092743,2.654810756,2.299151098,3.92138312,9.522802947,4.878534915
APH1A,6.350807761,6.261280961,5.02809243,6.542621088,8.741243886,2.321934041
APH1B,1.47184991,2.859273208,3.274621932,1.967390467,7.727853135,2.970715362
API5,3.647584456,5.387719727,4.245167282,4.68550483,8.55847973,4.865841879
APIP,3.495846548,3.217007658,1.494427303,1.665616729,8.264768187,3.603293071
APLN,0,0.113542241,0.289206163,2.481225033,6.877681367,0.192941774
APLP1,2.756866172,4.977674744,1.469544372,0.418115793,7.351736244,1.886352536
APLP2,4.008343433,6.832636041,7.933758953,7.621634401,9.177866265,0.302236434
APMAP,5.901914494,7.174886598,5.132466967,6.165994927,10.53266678,4.693456458
APOBEC3B,0.646891156,2.410399814,0.557580125,2.613320278,9.383060093,2.581795341
APOBEC3C,3.053643524,3.546366038,4.807266908,5.695548342,4.652277151,1.08037353
APOBEC3D,0,0,1.354068031,1.463603793,5.920576293,-0.097333947
APOBEC3F,0.269874014,2.647204222,3.243911346,2.307547884,1.835822831,0.179560247
APOBEC3G,0,0.836584158,4.215243044,3.951324025,1.628121924,-0.218045771
APOC1,6.095664137,6.383141153,0.541631728,2.0849276,9.907119236,4.201178086
APOC4,0,0,0,0,3.495766536,-0.461113307
APOE,1.995712475,3.767999584,0.872297319,3.997417795,10.14692629,1.282803917
APOL1,0.949092789,5.476189522,6.856830232,6.621176911,8.293551189,0.173766384
APOL2,0.702997326,5.274304818,7.756853286,5.764574988,10.26861611,0.07703255
APOL3,0,1.673811645,5.428033507,2.327404837,5.669235631,-0.253131893
APOL4,0,1.682497881,0.949317299,1.688950596,3.604913915,-0.066783952
APOL5,0,1.071398051,0.996608891,0.334879456,5.731250443,-0.213586977
APOL6,0.512302117,5.249218216,6.528422553,5.093971505,2.091591183,-0.118644499
APOLD1,0.533597114,0.150730664,1.166045381,1.038190747,8.910049791,0.277593352
APOM,2.159900327,2.663388621,2.064136568,1.799265422,9.251888958,0.944365372
APOO,4.484850672,3.622000062,1.870520041,2.664470962,11.51181927,3.5965167
APOOL,1.110244748,2.117879684,2.437608996,1.494006265,8.454978471,2.195706652
APP,4.412268302,7.727189824,7.616812247,7.943599644,7.248198247,1.527119745
APPBP2,1.561891196,3.751167386,3.288867575,2.750601421,10.71639077,0.519403121
APPL1,0.777061294,1.406420521,3.074958351,3.346642405,8.069856548,2.519291286
APPL2,2.128752721,3.193105377,3.756787638,3.037720009,2.738696086,3.894286075
